"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
"835264","occurrence","92733","Crocodylus niloticus","species","158096","Crocodylus niloticus","species","158096","Holocene","0.0117",NA,"31261;31261","Crocodylus",NA,"niloticus",NA,"Crocodylus","38441","Reptilia","36322","Chordata","33815","46.633057","-25.198610","MG","Toliara","outcrop",46.63,-25.2,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","sediments are from ""a large collapsed-cave feature in Pleistocene eolianite (calcareous sandstone)"" (Godfrey et al. 2006), and the lower unit yielding extinct vertebrates is stratigraphically mixed and ""mid-to-late Holocene"" (Burney et al. 2008)","Crocodylidae","38435",NA,"Crocodylia","36582",NA,NA
"835265","occurrence","92733","Laliostoma labrosa","species","158512","Laliostoma","genus","158512","Holocene","0.0117",NA,"31261;31261","Laliostoma",NA,"labrosa",NA,"Laliostoma","158512","Osteichthyes","34881","Chordata","33815","46.633057","-25.198610","MG","Toliara","outcrop",46.63,-25.2,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","sediments are from ""a large collapsed-cave feature in Pleistocene eolianite (calcareous sandstone)"" (Godfrey et al. 2006), and the lower unit yielding extinct vertebrates is stratigraphically mixed and ""mid-to-late Holocene"" (Burney et al. 2008)","Mantellidae","133811",NA,"Anura","97112",NA,NA
"835266","occurrence","92733","Ptychadena mascareniensis","species","37480","Ptychadena","genus","37480","Holocene","0.0117",NA,"31261;31261","Ptychadena",NA,"mascareniensis",NA,"Ptychadena","37480","Osteichthyes","34881","Chordata","33815","46.633057","-25.198610","MG","Toliara","outcrop",46.63,-25.2,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","sediments are from ""a large collapsed-cave feature in Pleistocene eolianite (calcareous sandstone)"" (Godfrey et al. 2006), and the lower unit yielding extinct vertebrates is stratigraphically mixed and ""mid-to-late Holocene"" (Burney et al. 2008)","Ranidae","37478",NA,"Anura","97112",NA,NA
"835267","occurrence","92733","Scaphiophryne sp.","genus","158513","Scaphiophryne","genus","158513","Holocene","0.0117",NA,"31261;31261","Scaphiophryne",NA,"sp.",NA,"Scaphiophryne","158513","Osteichthyes","34881","Chordata","33815","46.633057","-25.198610","MG","Toliara","outcrop",46.63,-25.2,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,"group of beds","sediments are from ""a large collapsed-cave feature in Pleistocene eolianite (calcareous sandstone)"" (Godfrey et al. 2006), and the lower unit yielding extinct vertebrates is stratigraphically mixed and ""mid-to-late Holocene"" (Burney et al. 2008)","Microhylidae","37474",NA,"Anura","97112",NA,NA
"842994","occurrence","93587","Chondrichthyes indet.","class","34422","Chondrichthyes","class","34422","Middle Eocene","48.6","37.2","31706;31706","Chondrichthyes",NA,"indet.",NA,NA,NA,"Chondrichthyes","34422","Chordata","33815","46.420555","-15.633889","MG",NA,NA,44.94,-28.39,"702",48.6,37.2,"37","109","106",NA,NA,NA,NA,NA,"previously mapped as Pliocene; age based on selachian assemblage",NA,NA,NA,NA,NA,NA,NA
"842995","occurrence","93587","Osteichthyes indet.","unranked clade","34881","Osteichthyes","unranked clade","218963","Middle Eocene","48.6","37.2","31706;31706","Osteichthyes",NA,"indet.",NA,NA,NA,"Osteichthyes","34881","Chordata","33815","46.420555","-15.633889","MG",NA,NA,44.94,-28.39,"702",48.6,37.2,"37","109","106",NA,NA,NA,NA,NA,"previously mapped as Pliocene; age based on selachian assemblage",NA,NA,NA,NA,NA,NA,NA
"842996","occurrence","93587","Chelonia indet.",NA,"36325","Testudines","order","56475","Middle Eocene","48.6","37.2","31706;31706","Chelonia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.420555","-15.633889","MG",NA,NA,44.94,-28.39,"702",48.6,37.2,"37","109","106",NA,NA,NA,NA,NA,"previously mapped as Pliocene; age based on selachian assemblage",NA,NA,NA,"Testudines","56475",NA,NA
"842997","occurrence","93587","Crocodylia indet.","unranked clade","38309","Crocodylia","unranked clade","96626","Middle Eocene","48.6","37.2","31706;31706","Crocodylia",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.420555","-15.633889","MG",NA,NA,44.94,-28.39,"702",48.6,37.2,"37","109","106",NA,NA,NA,NA,NA,"previously mapped as Pliocene; age based on selachian assemblage",NA,NA,NA,"Crocodylia","36582",NA,NA
"842999","occurrence","93587","Galeocerdo eaglesomei","species","174776","Galeocerdo eaglesomei","species","174776","Middle Eocene","48.6","37.2","31706;31706","Galeocerdo",NA,"eaglesomei",NA,"Galeocerdo","34643","Chondrichthyes","34422","Chordata","33815","46.420555","-15.633889","MG",NA,NA,44.94,-28.39,"702",48.6,37.2,"37","109","106",NA,NA,NA,NA,NA,"previously mapped as Pliocene; age based on selachian assemblage","Galeocerdidae","401092",NA,"Carchariniformes","34637",NA,NA
"862406","occurrence","95824","Plesiorycteropus germainepetterae n. sp.","species","166393","Plesiorycteropus germainepetterae","species","166393","Late Pleistocene","0.126",NA,"32540;32540","Plesiorycteropus",NA,"germainepetterae","n. sp.","Plesiorycteropus","43319","Mammalia","36651","Chordata","33815","47.833332","-16.316668","MG",NA,NA,47.83,-16.32,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"Radiocarbon dates (mean calibrated age) for Ampasambazimba range from 16,425 to 875 yr BP (n=43) (Crowley, 2010)",NA,NA,NA,NA,NA,"Holocene",NA
"862407","occurrence","95825","Plesiorycteropus madagascariensis","species","166383","Plesiorycteropus madagascariensis","species","166383","Holocene","0.0117",NA,"32540;32540","Plesiorycteropus",NA,"madagascariensis",NA,"Plesiorycteropus","43319","Mammalia","36651","Chordata","33815","44.002220","-20.736111","MG",NA,NA,44,-20.74,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"subfossil",NA,NA,NA,NA,NA,NA,NA
"862408","occurrence","95826","Plesiorycteropus madagascariensis","species","166383","Plesiorycteropus madagascariensis","species","166383","Holocene","0.0117",NA,"32540;32540","Plesiorycteropus",NA,"madagascariensis",NA,"Plesiorycteropus","43319","Mammalia","36651","Chordata","33815","43.560001","-23.065001","MG",NA,NA,43.56,-23.07,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"subfossil",NA,NA,NA,NA,NA,NA,NA
"862409","occurrence","95827","Plesiorycteropus madagascariensis","species","166383","Plesiorycteropus madagascariensis","species","166383","Late Pleistocene","0.126",NA,"32540;32540","Plesiorycteropus",NA,"madagascariensis",NA,"Plesiorycteropus","43319","Mammalia","36651","Chordata","33815","47.033333","-19.866667","MG",NA,NA,47.03,-19.87,"702",0.126,NA,"12","922","32",NA,NA,NA,NA,NA,"subfossil. Radiocarbon dates from Antsirabe mostly Pleistocene (19250 to 17100 YBP) but also young Holocene (90 YBP).",NA,NA,NA,NA,NA,"Holocene",NA
"872389","occurrence","55268","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872390","occurrence","78931","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582222","-15.905000","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872391","occurrence","32366","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872392","occurrence","55269","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872493","occurrence","84844","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872494","occurrence","39265","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.582500","-15.908611","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872495","occurrence","91207","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.583328","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872497","occurrence","96692","Menarana n. gen. nosymena n. sp.","species","168590","Menarana nosymena","species","168590","Maastrichtian","72.1","66","32931;32931","Menarana","n. gen.","nosymena","n. sp.","Menarana","168589","Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","group of beds",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872498","occurrence","39266","Menarana nosymena","species","168590","Menarana nosymena","species","168590","Maastrichtian","72.1","66","32931;32931","Menarana",NA,"nosymena",NA,"Menarana","168589","Reptilia","36322","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member","Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872499","occurrence","96693","Madtsoia madagascariensis","species","64960","Madtsoia madagascariensis","species","64960","Maastrichtian","72.1","66","32931;32931","Madtsoia",NA,"madagascariensis",NA,"Madtsoia","38105","Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","group of beds",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872500","occurrence","96693","Menarana nosymena","species","168590","Menarana nosymena","species","168590","Maastrichtian","72.1","66","32931;32931","Menarana",NA,"nosymena",NA,"Menarana","168589","Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","group of beds",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872501","occurrence","96694","Menarana nosymena","species","168590","Menarana nosymena","species","168590","Maastrichtian","72.1","66","32931;32931","Menarana",NA,"nosymena",NA,"Menarana","168589","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,"Madtsoiidae","64923",NA,"Squamata","36379",NA,NA
"872502","occurrence","55268","Kelyophis n. gen. hechti n. sp.","species","168593","Kelyophis hechti","species","168593","Maastrichtian","72.1","66","32931;32931","Kelyophis","n. gen.","hechti","n. sp.","Kelyophis","168592","Reptilia","36322","Chordata","33815","46.582222","-15.907778","MG","Mahajanga","small collection",43.75,-36.57,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","described as Campanian but now considered Maastrichtian","Nigerophiidae","53990",NA,"Squamata","36379",NA,NA
"872503","occurrence","39266","Kelyophis hechti","species","168593","Kelyophis hechti","species","168593","Maastrichtian","72.1","66","32931;32931","Kelyophis",NA,"hechti",NA,"Kelyophis","168592","Reptilia","36322","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member","Nigerophiidae","53990",NA,"Squamata","36379",NA,NA
"872504","occurrence","39266","Adinophis fisaka","species","315273","Adinophis fisaka","species","315273","Maastrichtian","72.1","66","54399;54399","Adinophis",NA,"fisaka",NA,"Adinophis","315272","Reptilia","36322","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member","Madtsoiidae","64923","30871","Squamata","36379",NA,NA
"872505","occurrence","39266","Serpentes indet.","unranked clade","38069","Serpentes","unranked clade","164090","Maastrichtian","72.1","66","32931;32931","Serpentes",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.578609","-15.902778","MG","Mahajanga","small collection",43.75,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","""uppermost white sandstone unit"" = Anembalemba Member",NA,NA,NA,"Squamata","36379",NA,NA
"872506","occurrence","55270","Adinophis n. gen. fisaka n. sp.","species","315273","Adinophis fisaka","species","315273","Maastrichtian","72.1","66","54399;54399","Adinophis","n. gen.","fisaka","n. sp.","Adinophis","315272","Reptilia","36322","Chordata","33815","46.602779","-15.900833","MG","Mahajanga","small collection",43.78,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed","Facies 2 of member, 9.6 m below top of formation and base of Berivotra Fm.","Madtsoiidae","64923","30870","Squamata","36379",NA,NA
"872507","occurrence","84843","Serpentes indet.","unranked clade","38069","Serpentes","unranked clade","164090","Maastrichtian","72.1","66","32931;32931","Serpentes",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.583332","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","group of beds",NA,NA,NA,NA,"Squamata","36379",NA,NA
"872508","occurrence","46894","Serpentes indet.","unranked clade","38069","Serpentes","unranked clade","164090","Maastrichtian","72.1","66","32931;32931","Serpentes",NA,"indet.",NA,NA,NA,"Reptilia","36322","Chordata","33815","46.583302","-15.900000","MG","Mahajanga","small collection",43.76,-36.56,"702",72.1,66,"112","112","112","Maevarano","Anembalemba","Maevarano","Anembalemba","bed",NA,NA,NA,NA,"Squamata","36379",NA,NA
"879321","occurrence","95826","Hippopotamus lemerlei n. sp.","species","83617","Hippopotamus lemerlei","species","83617","Holocene","0.0117",NA,"33266;33266","Hippopotamus",NA,"lemerlei","n. sp.","Hippopotamus","42481","Mammalia","36651","Chordata","33815","43.560001","-23.065001","MG",NA,NA,43.56,-23.07,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"subfossil","Hippopotamidae","42479",NA,"Artiodactyla","87634",NA,NA
